Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"911723-1","Star Wars","Magazine Gift",2017,"Vulture Droid",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.4400,2.1600,"",""
"5004916-1","The LEGO Ninjago Movie","Promotional",2017,"Kai's Dojo Pod",1,35,,,,,,673419274326,,,,,"",0,0,0,,0,0,,,,,,,,,8.1500,4.3400,"",""
"234-2","Samsonite","Supplemental",1961,"Lettered Bricks",,35,,0.5,,,,,8.9,12.7,3.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"237-2","Samsonite","Supplemental",1961,"Numbered Bricks",,35,,0.5,,,,,8.9,12.7,3.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853515-1","Nexo Knights","Battle Packs",2016,"NEXO KNIGHTS Army-Building Set",4,35,10.99,14.99,17.99,12.99,,673419253062,,,,,"",0,0,0,,0,0,,,,,,,,,18.2600,15.3900,"",""
"853556-1","Friends","Adventure Camp",2016,"Friends Mini-Doll Campsite Set",3,35,10.99,14.99,17.99,12.99,,673419252973,,,,,"",0,0,0,,0,0,,,,,,,,,15.0000,,"",""
"314-2","System","Vehicle",1963,"Large & Small Wheels & Turn-Table",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,23.7700,"",""
"5003163-1","Education","Technic",2015,"Technic Studless Beams",,35,,12,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,14.0000,,"",""
"561412-1","Friends","Magazine gift",2014,"Christmas Tree",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.9500,2.1000,"",""
"2342-1","Duplo","",1995,"Small Animals Bucket",1,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41023-1","Friends","Animals Series 3",2013,"Fawn's Forest",,35,2.99,4.99,5.99,,5702014974968,673419191623,13,18,1.5,0.04,"",0,0,0,,0,0,,,,,,,,,5.3400,3.9800,"01/09/2013","31/12/2013"
"10042-1","Bulk Bricks","Seasonal",2003,"U.S. Flag",,35,3.99,3,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,11.7300,0.5000,"",""
"1290-1","Technic","Robo Riders",2000,"Lava Buggy",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,10.4400,,"",""
"1990-1","Town","Racing",1993,"Octan F1 Race Car",1,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,17.5000,8.4600,"",""
"850606-1","Racers","",2004,"Hazard Kit",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,26.8300,,"",""
"3657-1","Explore","Together",2003,"Fire Fighters",4,35,37.99,40,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"3521-1","Znap","",1999,"Racer",,35,,,,,,,19.2,12,4.8,,"",0,0,0,,0,0,,,,,,,,,14.1400,8.6700,"01/04/1999","31/12/1999"
"3144-1","Scala","Dolls",1999,"Horse Stable",,35,,17,,,5702012001857,,33.6,24,9.6,,"",0,0,0,,0,0,,,,,,,,,163.6500,51.0000,"01/07/1999","30/06/2002"
"3150-1","Scala","Dolls",2000,"Puppy Playground",,35,,8,,,,,24,14.4,6,,"",0,0,0,,0,0,,,,,,,,,19.0600,21.8400,"01/09/2000","30/06/2002"
"3274-1","Duplo","Bob the Builder",2001,"Bob and Muck Repair the Barn",2,35,17.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,28.6000,18.6800,"",""
"8003-1","Technic","Robo Riders",2000,"Volcano Climber",,35,,,,,,,9.6,14.4,3.9,,"",0,0,0,,0,0,,,,,,,,,10.6400,6.6200,"01/06/2000","31/12/2000"
"6818-1","Space","UFO",1997,"Cyborg Scout",1,35,,3,,,,,9.6,7.2,4.8,,"",0,0,0,,0,0,,,,,,,,,25.0000,5.7400,"01/09/1997","31/12/1998"
"6827-1","Space","Classic",1987,"Strata Scooter",1,35,2.5,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,119.0000,11.3300,"",""
"8510-1","Technic","Robo Riders",2000,"Lava",,35,,6,,,5702012006739,,8.8,17.2,8.8,,"",0,0,0,,0,0,,,,,,,,,20.4800,7.3600,"01/06/2000","01/03/2001"
"8522-1","Technic","Slizer",2000,"Spark",,35,,6,,,,,17.5,11,7.6,,"",0,0,0,,0,0,,,,,,,,,64.4100,16.7300,"01/01/2000","31/12/2000"
"8533-1","Bionicle","Toa Mata",2001,"Gali",,35,4.99,7,,,,042884085339,8.8,18.7,8.8,,"",0,0,0,,0,0,,,,,,,,,154.5000,17.6300,"01/02/2001","30/06/2002"
"503-1","Basic","",1987,"Basic Building Set, 5+",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,11.6500,,"",""
"5118-1","Service Packs","Technic",1991,"Flex System Elements",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,20.0000,,"",""
"5278-1","Service Packs","Technic",1994,"Chain Links",,35,,4,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,12.9100,5.2700,"",""
"5138-1","Service Packs","Castle",1994,"Castle Accessories",,35,,3.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,176.3900,25.2700,"",""
"5177-1","Service Packs","",1987,"Town and Space Tools",,35,,2.75,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,25.0000,,"",""
"6010-1","Castle","Lion Knights",1984,"Supply Wagon",1,35,,3,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,510.3300,21.3200,"",""
"5918-1","Adventurers","Desert",1998,"Scorpion Tracker",1,35,,4,,,,,14.4,7.2,4.8,,"",0,0,0,,0,0,,,,,,,,,63.6000,18.5900,"01/01/1998","31/12/1999"
"6515-1","Town","Flight",1994,"Stunt Copter",1,35,,3.25,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,25.1800,3.3100,"",""
"6529-1","Town","Flight",1990,"Ultra Lite I",2,35,,4,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,67.0600,5.1300,"",""
"6423-1","Town","City",2000,"Mini Tow Truck",1,35,,5,,,5702012006234,,14.4,9.6,4.8,,"",0,0,0,,0,0,,,,,,,,,7.5100,5.1700,"01/01/2000","01/07/2001"
"6326-1","Town","Accessories",1998,"Town Folk",6,35,,6,,,5702010963263,,14.2,9.5,4.6,,"",0,0,0,,0,0,,,,,,,,,32.5000,17.2500,"",""
"643-2","LEGOLAND","Vehicle",1971,"Mobile Crane",,35,0.55,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,129.2600,12.8700,"",""
"649-1","LEGOLAND","Vehicle",1972,"Low loader with excavator",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,103.2800,11.1500,"",""
"7611-1","Racers","Tiny Turbos",2008,"Police Car",,35,,,,,5702014521506,,,,,,"",0,0,0,,0,0,,,,,,,,,8.2200,1.9100,"",""
"852271-1","Castle","Battle Pack",2008,"Knights Battle Pack",5,35,8.79,14.99,,,,673419105958,,,,,"",0,0,0,,0,0,,,,,,,,,137.6900,77.7500,"",""
"4898-1","City","Coast Guard",2008,"Coast Guard Boat",1,35,,,,,5702014521483,,14,14,0,,"",0,0,0,,0,0,,,,,,,,,25.2000,4.2000,"01/06/2008","31/12/2008"
"MMMB045-1","Promotional","Monthly Mini Model Build",2011,"Nutcracker Toy Soldier",,35,0,0,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"30017-1","City","Forest Police",2012,"Police Boat",1,35,,3.99,,,5702014857483,673419182034,,,,,"",0,0,0,,0,0,,,,,,,,,4.0700,1.8400,"",""
"30150-1","City","Racing",2012,"Racing Car",1,35,,4.99,,,5702014857698,673419181433,14,14,1.1,,"",0,0,0,,0,0,,,,,,,,,4.0800,1.7800,"01/01/2012","31/12/2013"
"1025-1","Dacta","",1985,"Figures and Furniture",6,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"30032-1","World Racers","Miscellaneous",2010,"World Race Buggy",1,35,,3.99,,,5702014695504,673419143288,17,17,0,,"",0,0,0,,0,0,,,,,,,,,4.7500,3.5000,"01/06/2010","31/12/2010"
"30016-1","City","Space",2011,"Satellite",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"8200-1","Cars","Original Film",2011,"Radiator Springs Lightning McQueen",1,35,4.99,6.99,9.99,,5702014733244,673419143912,14.1,12.19,4.6,0.07,"",0,0,0,,0,0,,,,,,,,,21.4800,4.7600,"16/05/2011","31/12/2012"
"5839-1","Duplo","Cars",2011,"World Grand Prix",3,35,40.99,39.99,49.99,,5702014734166,673419144452,,,,,"",0,0,0,,0,0,,,,,,,,,54.9200,40.0000,"",""
"4641-1","City","Harbor",2011,"Speedboat",1,34,3.99,4.99,6.99,,,673419142977,12.19,9.09,5.84,0.08,"",0,0,0,,0,0,,,,,,,,,8.4600,2.9600,"01/06/2011","31/12/2012"
"30140-1","Space","Alien Conquest",2011,"ADU Walker",1,34,,,,,5702014846999,,,,,,"",0,0,0,,0,0,,,,,,,,,5.9800,3.3600,"",""
"30091-1","Pharaoh's Quest","Promotional",2011,"Desert Rover",1,34,,,,,5702014807402,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2400,4.0000,"",""
"30120-1","Cars","Promotional",2011,"Guido",1,34,,,,,5702014772762,,,,,,"",0,0,0,,0,0,,,,,,,,,14.5600,5.4300,"",""
"30111-1","Harry Potter","Mini Building Set",2011,"The Lab",1,34,,3.99,,,5702014847033,673419158480,,,,,"",0,0,0,,0,0,,,,,,,,,9.9600,3.7200,"",""
"30012-1","City","General",2010,"Microlight",1,34,,3.99,,,5702014725997,673419153188,17,17,0,,"",0,0,0,,0,0,,,,,,,,,5.2200,2.3600,"01/09/2010","31/12/2011"
"30013-1","City","Police",2010,"Police Buggy",1,34,,3.99,,,5702014726017,673419147392,,,,,"",0,0,0,,0,0,,,,,,,,,5.2100,3.2700,"",""
"30034-1","Racers","Tiny Turbos",2010,"Tow Truck",,34,,,,,5702014704824,,,,,,"",0,0,0,,0,0,,,,,,,,,3.3100,3.0000,"",""
"5816-1","Duplo","Cars",2010,"Mack's Road Trip",3,34,45.99,49.99,69.99,,,673419129206,54,28.19,9.09,1.06,"",0,0,0,,0,0,,,,,,,,,161.7300,84.0700,"01/06/2010","31/12/2012"
"6134-1","Duplo","Cars",2012,"Siddeley Saves The Day",3,34,29.99,34.99,39.99,,5702014832725,673419166270,38.2,26.19,7.06,0.64,"",0,0,0,,0,0,,,,,,,,,57.5900,24.0700,"01/06/2012","31/12/2012"
"6143-1","Duplo","",2012,"Racing Team",2,34,24.99,,,,5702014836150,,,,,0.61,"",0,0,0,,0,0,,,,,,,,,40.3900,32.8700,"",""
"30106-1","Friends","General",2013,"Ice Cream Stand",1,34,,4.99,,,5702014964044,673419188777,17,17,0.7,0.03,"",0,0,0,,0,0,,,,,,,,,4.4300,3.6500,"01/01/2013","31/12/2013"
"30190-1","Racers","Ferrari",2012,"Ferrari 150   Italia",,34,,,,,5702015035187,,,,,,"",0,0,0,,0,0,,,,,,,,,6.5200,4.0700,"",""
"41020-1","Friends","Animals Series 2",2013,"Hedgehog's Hideaway",,34,2.99,4.99,5.99,,5702014973947,673419191074,13,18,1.5,0.04,"",0,0,0,,0,0,,,,,,,,,6.1700,3.9100,"01/05/2013","31/08/2013"
"4900-1","City","Fire",2008,"Fire Helicopter",1,34,,,,,,673419164238,14,14,1.2,,"",0,0,0,,0,0,,,,,,,,,4.2300,1.8500,"01/06/2008","31/12/2011"
"5543-1","Duplo","Thomas & Friends",2008,"Percy at the Sheds",1,34,17.59,19.99,,,5702014518742,673419103404,28.8,28.8,9.6,0.64,"",0,0,0,,0,0,,,,,,,,,30.0000,24.9900,"",""
"7613-1","Racers","Tiny Turbos",2008,"Track Racer",,34,,,,,5702014521520,,14,14,0,,"",0,0,0,,0,0,,,,,,,,,10.9100,9.1000,"01/01/2008","31/12/2009"
"7452-1","Racers","Tiny Turbos",2007,"Le Mans",,34,,,,,5702014508927,,,,,,"",0,0,0,,0,0,,,,,,,,,5.3500,1.3400,"",""
"378-1","LEGOLAND","Large Vehicle",1972,"Tractor",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,120.7100,"",""
"7808-1","Creator","Promotional",2009,"Yellow Airplane",,34,,,,,5702014726390,,17,17,0,,"",0,0,0,,0,0,,,,,,,,,5.9100,2.0000,"03/02/2009","31/12/2011"
"5547-1","Duplo","Thomas & Friends",2009,"James Celebrates Sodor Day",2,34,24.99,29.99,,,,673419112758,38.2,26.2,7.05,0.63,"",0,0,0,,0,0,,,,,,,,,43.6500,36.7700,"01/06/2009","31/12/2009"
"7604-1","Creator","Promotional",2006,"Triceratops",,34,,,,,5702014482777,,14,14,0,,"",0,0,0,,0,0,,,,,,,,,7.8700,3.5700,"30/12/2006","31/12/2008"
"4904-1","Creator","Designer Set",2005,"Elephant",,34,,,,,,673419064910,14,14,0,0.03,"",0,0,0,,0,0,,,,,,,,,10.8000,3.8400,"01/01/2005","31/12/2005"
"3301-1","Duplo","Thomas & Friends",2006,"Cranky-Loading Crane",2,34,19.99,20,,,,673419078221,38.4,28.8,7.2,0.72,"",0,0,0,,0,0,,,,,,,,,120.0000,25.0000,"01/01/2006","31/12/2007"
"6516-1","Town","Launch Command",1995,"Moon Walker",1,34,,3,,,5702010965168,,,,,,"",0,0,0,,0,0,,,,,,,,,30.0400,4.3900,"",""
"6510-1","Town","Vehicles",1991,"Mud Runner",1,34,,3.25,,,5702010965106,,,,,,"",0,0,0,,0,0,,,,,,,,,38.0000,5.3600,"",""
"6564-1","Town","Maintenance",1997,"Recycle Truck",1,34,,7.25,,,5702010965649,,19.2,9.6,4.8,,"",0,0,0,,0,0,,,,,,,,,13.2000,7.2100,"01/05/1997","31/12/1998"
"6630-1","Town","Construction",1981,"Bucket Loader",1,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,95.0000,7.0100,"",""
"5392-1","Service Packs","Western",1997,"Western Accessories",,34,,5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,60.0000,10.0500,"",""
"5383-1","Service Packs","Castle",1998,"Castle Accessories",1,34,,3,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,43.5500,7.5100,"",""
"5342-1","Duplo","",2001,"Duplo Bucket",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5184-1","Service Packs","Castle",1989,"Castle Elements",,34,,3.25,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,114.9900,,"",""
"5239-1","Service Packs","",1987,"34 Cross Axles",,34,,3.25,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.6900,,"",""
"8506-1","Technic","Slizer",1999,"Granite",,34,,6,,,,,17.5,11,7.6,,"",0,0,0,,0,0,,,,,,,,,50.0000,9.2200,"01/01/1999","31/05/2000"
"8501-1","Technic","Slizer",1999,"Ski",,34,,6,,,,,17.5,11,7.6,,"",0,0,0,,0,0,,,,,,,,,31.2500,7.9200,"01/01/1999","31/12/2000"
"8389-1","Racers","Ferrari",2004,"M. Schumacher and R. Barrichello",2,34,4.99,7,,,5702014394971,,14.4,14.4,3.9,,"",0,0,0,,0,0,,,,,,,,,54.1600,29.0600,"01/04/2004","31/12/2005"
"937-1","Basic","Supplementaries",1973,"Doors and Fences",,34,0.52,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,28.9300,5.3300,"",""
"6820-1","Space","Classic",1986,"Starfire I",1,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,153.6700,10.8300,"",""
"6831-1","Space","Space Police",1989,"Message Decoder",1,34,,3,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,80.9400,16.3300,"",""
"7224-1","Creator","Seasonal",2003,"Christmas",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,8.0500,5.8200,"",""
"7219-1","Creator","Designer Set",2004,"Dino",,34,,,,,,673419056342,,,,,"",0,0,0,,0,0,,,,,,,,,5.5500,3.0300,"",""
"8005-1","Technic","Robo Riders",2000,"Ice Explorer",,34,,,,,,,9.6,14.4,3.9,,"",0,0,0,,0,0,,,,,,,,,8.7400,5.3800,"01/06/2000","31/12/2000"
"810-1","Basic","Supplementaries",1985,"Basic Motor Set",,34,,26.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,68.5200,19.1800,"",""
"820-1","Basic","Supplementaries",1980,"Red Plates Parts Pack",,34,,4.75,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,17.0600,,"",""
"822-1","Basic","Supplementaries",1980,"Blue Plates Parts Pack",,34,,4.75,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,17.0600,5.1500,"",""
"7911-1","Creator","Designer Set",2004,"Tugboat",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.0700,4.7800,"",""
"4616-1","Jack Stone","",2002,"Rapid Response Tanker",1,34,5.99,7,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,11.2600,4.2400,"",""
"1889-1","Pirates","",1992,"Pirates Treasure Hold",1,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,23.7100,"",""
"2365-1","Duplo","",1983,"Basic Set Safari",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2688-1","Duplo","",1994,"Health Centre",5,34,,46,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,23.3300,"",""
"2683-1","Duplo","",1996,"Police Station",3,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,20.1200,"",""
"2935-1","Duplo","Toolo",1996,"Fire Engine",3,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,80.7000,21.5400,"",""
"2940-1","Duplo","Toolo",1992,"Fire Truck",2,34,,45,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,91.0800,28.9800,"",""
"2795-1","Duplo","",1994,"Playhouse Bucket",2,34,,22,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,30.0000,"",""
"2741-1","Duplo","Trains",1996,"Electric Train Starter Set",2,34,,,,,5702010927418,,,,,,"",0,0,0,,0,0,,,,,,,,,85.7900,25.4800,"",""
"1297-1","Town","City",2000,"Speed Patroller",1,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,11.1300,10.0000,"",""
"1191-1","Town","Extreme Team",1999,"Try Bird",1,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,23.6800,7.5000,"",""
"1129-1","Seasonal","Christmas",1999,"Santa on Reindeer",,34,,14,,,,,9.6,7.2,4.8,,"",0,0,0,,0,0,,,,,,,,,,,"09/07/1999","31/12/2001"
"1129-2","Service Packs","",1980,"Spread Bag",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,14.9700,3.4200,"",""
"10050-1","Bulk Bricks","",2002,"Grey Fences",,34,,6,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,18.4000,,"",""
"1479-1","Space","Blacktron 2",1991,"Two-Pilot Craft",2,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,201.7000,23.9800,"",""
"1765-1","Duplo","",1995,"Small Bucket",,34,,,,,5702010917655,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"850617-1","City","Elite Police",2013,"Police Accessory Pack",4,34,10.49,14.99,17.99,9.09,5702014996274,,,,,0.06,"",0,0,0,,0,0,,,,,,,,,22.2800,12.4900,"",""
"1911-1","Basic","",1983,"Basic Set",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,22.5000,,"",""
"850777-1","Legends of Chima","Accessories",2013,"Legends of Chima Accessory Set",,34,7.99,12.99,15.99,4.99,,673419198899,,,,0.18,"",0,0,0,,0,0,,,,,,,,,,,"",""
"850842-1","Seasonal","Christmas",2013,"Fire Truck Holiday Bauble",,34,6.99,7.99,9.99,,,673419201292,,,,,"",0,0,0,,0,0,,,,,,,,,57.1800,,"",""
"30262-1","Legends of Chima","Promotional",2014,"Gorzan's Walker ",1,34,,,,,5702015125024,673419211420,14,17,0.8,,"",0,0,0,,0,0,,,,,,,,,6.0600,3.4900,"01/01/2014","31/12/2014"
"850950-1","Seasonal","Christmas",2014,"Christmas Cat Ornament",,34,6.99,7.99,9.99,,,673419217965,,,,,"",0,0,0,,0,0,,,,,,,,,23.6400,14.9500,"",""
"71211-1","Dimensions","Fun Pack",2015,"Bart Simpson Fun Pack",1,34,14.99,14.99,14.99,14.99,,,17.2,19,4.9,,"",0,0,0,,0,0,,,,,,,,,11.4100,6.4800,"03/11/2015","31/12/2017"
"481-5","System","Supplemental",1966,"Slopes Regular, Double, Angle, Valley and Corner, Red (System)",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,13.0200,11.8100,"",""
"481-6","System","Supplemental",1966,"Slopes Regular, Double, Angle, Valley and Corner, Blue (System)",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,21.8000,,"",""
"911609-1","Star Wars","Magazine Gift",2016,"Naboo Starfighter",,34,3.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.6700,3.8400,"",""
"40211-1","Promotional","Monthly Mini Model Build",2016,"Bee",,34,,,,,5702015595216,,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,7.1100,7.7000,"01/04/2016","31/12/2016"
"271602-1","Nexo Knights","Magazine Gift",2016,"Jet Horse",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,1.2000,,"",""
"280_3-1","Samsonite","Supplemental",1965,"Assorted Bevelled Bricks",,34,,0.5,,,,,8.9,12.7,3.8,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"271715-1","Nexo Knights","Magazine Gift",2017,"Lance's Cart",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.9700,,"",""
"3850061-1","Miscellaneous","Pick A Model",2017,"Fish Tank",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,18.1400,,"",""
"10863-1","Duplo","",2018,"My First Animal Brick Box",,34,24.99,29.99,34.99,29.23,5702016111385,673419282611,37,17.9,18,1,"",0,0,0,,0,0,,,,,,,,,24.9900,,"01/01/2018","31/12/2020"
"2000711-1","Education","",2016,"WeDo Replacement Pack 2",,34,,,,,,673419236775,,,,,"",0,0,0,,0,0,,,,,,,,,0.7200,,"",""
"271610-1","Nexo Knights","Magazine Gift",2016,"Mighty Mech Bot",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.6000,2.1800,"",""
"5004420-1","Seasonal","Christmas",2016,"Toy Soldier",,34,,,,,,673419260862,,,,,"",0,0,0,,0,0,,,,,,,,,12.4100,6.6100,"",""
"41909-1","Dots","Bracelets",2021,"Mermaid Vibes Bracelets",,34,5.99,5.99,6.99,6.99,5702016667554,673419321815,9.3,24.5,0.7,0.02,"",0,0,0,,0,0,,,,,,,,,4.5600,,"",""
"41910-1","Dots","Bracelets",2021,"Ice Cream Besties Bracelets",,34,5.99,5.99,6.99,6.99,5702016667561,673419321822,9.3,24.5,0.7,0.02,"",0,0,0,,0,0,,,,,,,,,6.6900,,"",""
"41918-1","Dots","Bracelets",2021,"Adventure Bracelets",,34,5.99,5.99,6.99,6.99,5702016668612,673419322409,9.3,24.5,0.7,0.02,"",0,0,0,,0,0,,,,,,,,,7.8900,,"",""
"854038-1","Seasonal","Christmas",2020,"Christmas Ornament Reindeer",,34,6.99,7.99,9.99,7.79,,673419332057,,,,0.068,"",0,0,0,,0,0,,,,,,,,,11.6300,,"",""
"912058-1","Star Wars","Magazine Gift",2020,"Sith Infiltrator",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.8800,1.8400,"",""
"471904-1","Friends","Magazine gift",2019,"Show Jump",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.6800,,"",""
"10886-1","Duplo","",2019,"My First Car Creations",,34,14.99,19.99,24.99,19.99,5702016367584,673419301831,28.2,26.2,9.55,0.64,"",0,0,0,,0,0,,,,,,,,,18.5900,,"01/01/2019","31/12/2021"
"30363-1","City","Harbor",2019,"Race Boat",1,34,3.49,,,3.99,5702016374797,,17,17,0.9,0.034,"",0,0,0,,0,0,,,,,,,,,3.3400,2.1400,"01/01/2019","31/12/2019"
"40312-1","Xtra","Accessories",2018,"Streetlamps",,34,2.99,3.99,4.99,3.99,,673419294256,14,17,0.8,0.027,"",0,0,0,,0,0,,,,,,,,,5.8600,4.3700,"01/08/2018","31/12/2020"
"853774-1","Friends","Miscellaneous",2018,"Olivia's Satellite Pod",1,34,7.99,8.99,10.99,8.99,673419287203,673419287203,,,,,"",0,0,0,,0,0,,,,,,,,,7.5900,7.4100,"",""
"41923-1","Dots","Bracelets",2021,"Monster Bracelets",,34,5.99,5.99,6.99,6.99,5702016914832,673419341363,,,,,"",0,0,0,,0,0,,,,,,,,,3.8500,,"",""
"41934-1","Dots","Bracelets",2021,"Starlight Bracelets",,34,5.99,5.99,6.99,6.99,5702016915891,673419341448,,,,,"",0,0,0,,0,0,,,,,,,,,4.3500,,"",""
"11950-1","Creator","Magazine Gift",2021,"Racing Car",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.3300,,"",""
"30590-1","City","Farm",2022,"Farm Garden & Scarecrow",1,34,,4.99,,,5702017161013,,17,17,1.7,0.026,"",0,0,0,,0,0,,,,,,,,,3.8700,4.0000,"01/06/2022","31/12/2023"
"10968-1","Duplo","",2022,"Doctor Visit",3,34,17.99,19.99,24.99,19.99,5702017153643,673419356336,26.2,19.1,11.8,,"",0,0,0,,0,0,,,,,,,,,18.2400,,"01/03/2022","31/12/2023"
"912288-1","Star Wars","Magazine Gift",2022,"TIE Whisper",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.4300,,"",""
"122224-1","Jurassic World","Magazine Gift",2022,"Rainn Delacourt with Raptor",1,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.7400,,"",""
"6485747-1","Dreamzzz","Promotional",2023,"Bunchu M&T",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11966-1","Creator","Magazine Gift",2022,"Pirate Ship",,33,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.7700,,"",""
"30567-1","City","Police",2021,"Police Water Scooter",1,33,,,,,5702016912531,,17,17,0.9,0.034,"",0,0,0,,0,0,,,,,,,,,3.5400,2.2500,"01/01/2021","31/12/2021"
"41922-1","Dots","Bracelets",2021,"Cool Cactus Bracelet",,33,5.99,4.99,6.99,6.99,5702016915174,673419341370,,,,,"",0,0,0,,0,0,,,,,,,,,3.6000,,"",""
"912066-1","Star Wars","Magazine Gift",2020,"Jedi Interceptor",,33,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.7000,,"",""
"41933-1","Dots","Bracelets",2021,"Music Bracelet",,33,5.99,4.99,6.99,6.99,5702016915884,673419341431,,,,,"",0,0,0,,0,0,,,,,,,,,3.8500,,"",""
"40500-1","Harry Potter","Accessories",2021,"Wizarding World Minifigure Accessory Set",4,33,13.49,14.99,19.99,14.99,,673419345804,25,15,3.2,,"",0,0,0,,0,0,,,,,,,,,20.6400,11.0200,"01/06/2021","31/12/2021"
"302101-1","Disney","Magazine Gift",2021,"Rapunzel's Dressing Table",,33,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.2400,,"",""
"561805-1","Friends","Magazine gift",2018,"Veterinary Cabinet",,33,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.2000,,"",""
